field 	 ground_energy 	 magnetization_z 
0.1	 -17.80918098790032 	 -0.9482341632955773 
0.4777777777777778	 -17.841883378549166 	 -0.9247037335917373 
0.8555555555555555	 -17.801432606470694 	 -0.8772108865798902 
1.2333333333333334	 -17.782307369384235 	 -0.7687223405094896 
1.6111111111111112	 -17.734585890315863 	 -0.8336359974062475 
1.988888888888889	 -17.687001604536356 	 -0.7111766956282936 
2.3666666666666667	 -17.33907102309084 	 -0.3072755955558165 
2.7444444444444445	 -17.502381767486472 	 -0.20536173087731027 
3.1222222222222222	 -17.69617850680581 	 -0.13903239163392192 
3.5	 -17.908991818320548 	 -0.09968486089390408 
