field 	 ground_energy 	 magnetization_z 
0.1	 -17.809180987900298 	 -0.9482341631671288 
0.4777777777777778	 -17.841883378549156 	 -0.9247036941738166 
0.8555555555555555	 -17.801432606470687 	 -0.8772102516103785 
1.2333333333333334	 -17.78230736938423 	 -0.7687223405085926 
1.6111111111111112	 -17.734585890315884 	 -0.8335648289333873 
1.988888888888889	 -17.68700160453635 	 2.7735252533526915 
2.3666666666666667	 -17.339071023090835 	 -0.3072755955558165 
2.7444444444444445	 -17.50238176748647 	 -0.20536173087731027 
3.1222222222222222	 -17.696178506805815 	 -0.13903239163392192 
3.5	 -17.908991818320544 	 -0.09968486089390408 
